Year/年/年,Month/月/月,Day/日/日,Hour/時/时,Minute/分/分,Second/秒/秒,TimeZone/時區/时区,Height(m)/高度(米)/高度(米)
2025,7,6,13,48,,UTC+8,0.86
2025,7,6,20,9,,UTC+8,1.21
2025,7,6,22,51,,UTC+8,1.15
2025,7,7,6,3,,UTC+8,2.01
2025,7,7,14,29,,UTC+8,0.7
2025,7,7,21,21,,UTC+8,1.23
2025,7,7,23,30,,UTC+8,1.18
2025,7,8,6,33,,UTC+8,2.12
2025,7,8,15,6,,UTC+8,0.56
2025,7,8,22,5,,UTC+8,1.25
2025,7,9,0,12,,UTC+8,1.2
2025,7,9,7,8,,UTC+8,2.21
2025,7,9,15,40,,UTC+8,0.46
2025,7,9,22,40,,UTC+8,1.28
2025,7,10,0,57,,UTC+8,1.2
2025,7,10,7,50,,UTC+8,2.28
2025,7,10,16,12,,UTC+8,0.39
2025,7,10,23,13,,UTC+8,1.3
2025,7,11,1,45,,UTC+8,1.2
2025,7,11,8,37,,UTC+8,2.33
2025,7,11,16,44,,UTC+8,0.35
2025,7,11,23,47,,UTC+8,1.32
2025,7,12,2,41,,UTC+8,1.18
2025,7,12,9,29,,UTC+8,2.36
2025,7,12,17,15,,UTC+8,0.36
2025,7,13,0,20,,UTC+8,1.35
2025,7,13,3,37,,UTC+8,1.16
2025,7,13,10,19,,UTC+8,2.35
2025,7,13,17,46,,UTC+8,0.39
2025,7,14,0,55,,UTC+8,1.39
2025,7,14,4,30,,UTC+8,1.14
2025,7,14,11,9,,UTC+8,2.29
2025,7,14,18,17,,UTC+8,0.46
2025,7,15,1,31,,UTC+8,1.45
2025,7,15,5,22,,UTC+8,1.12
2025,7,15,11,58,,UTC+8,2.18
2025,7,15,18,48,,UTC+8,0.55
2025,7,16,2,11,,UTC+8,1.53
2025,7,16,6,17,,UTC+8,1.12
2025,7,16,12,50,,UTC+8,2.01
2025,7,16,19,20,,UTC+8,0.67
2025,7,17,2,52,,UTC+8,1.63
2025,7,17,7,18,,UTC+8,1.11
2025,7,17,13,50,,UTC+8,1.79
2025,7,17,19,53,,UTC+8,0.8
2025,7,18,3,35,,UTC+8,1.75
2025,7,18,8,38,,UTC+8,1.08
2025,7,18,15,19,,UTC+8,1.56
2025,7,18,20,27,,UTC+8,0.94
2025,7,19,4,19,,UTC+8,1.89
2025,7,19,10,19,,UTC+8,0.98
2025,7,19,16,56,,UTC+8,1.36
2025,7,19,21,3,,UTC+8,1.07
2025,7,20,5,4,,UTC+8,2.03
2025,7,20,11,48,,UTC+8,0.81
2025,7,20,18,49,,UTC+8,1.27
2025,7,20,21,44,,UTC+8,1.18
2025,7,21,5,50,,UTC+8,2.17
2025,7,21,13,12,,UTC+8,0.6
2025,7,22,6,38,,UTC+8,2.29
2025,7,22,14,15,,UTC+8,0.42
2025,7,23,7,29,,UTC+8,2.39
2025,7,23,15,6,,UTC+8,0.28
2025,7,23,22,25,,UTC+8,1.35
2025,7,24,1,1,,UTC+8,1.26
2025,7,24,8,20,,UTC+8,2.45
2025,7,24,15,50,,UTC+8,0.22
2025,7,24,22,59,,UTC+8,1.37
2025,7,25,2,6,,UTC+8,1.21
2025,7,25,9,11,,UTC+8,2.47
2025,7,25,16,30,,UTC+8,0.24
2025,7,25,23,31,,UTC+8,1.4
2025,7,26,3,0,,UTC+8,1.16
2025,7,26,10,0,,UTC+8,2.43
2025,7,26,17,6,,UTC+8,0.31
2025,7,27,0,2,,UTC+8,1.43
2025,7,27,3,48,,UTC+8,1.11
2025,7,27,10,46,,UTC+8,2.34
2025,7,27,17,38,,UTC+8,0.42
2025,7,28,0,33,,UTC+8,1.48
2025,7,28,4,33,,UTC+8,1.1
2025,7,28,11,29,,UTC+8,2.2
2025,7,28,18,7,,UTC+8,0.55
2025,7,29,1,4,,UTC+8,1.53
2025,7,29,5,18,,UTC+8,1.11
2025,7,29,12,9,,UTC+8,2.02
2025,7,29,18,33,,UTC+8,0.69
2025,7,30,1,34,,UTC+8,1.59
2025,7,30,6,4,,UTC+8,1.14
2025,7,30,12,47,,UTC+8,1.82
2025,7,30,18,58,,UTC+8,0.82
2025,7,31,2,3,,UTC+8,1.66
2025,7,31,6,57,,UTC+8,1.17
2025,7,31,13,30,,UTC+8,1.61
2025,7,31,19,24,,UTC+8,0.95
2025,8,1,2,34,,UTC+8,1.73
2025,8,1,8,3,,UTC+8,1.2
2025,8,1,14,29,,UTC+8,1.4
2025,8,1,19,47,,UTC+8,1.06
2025,8,2,3,8,,UTC+8,1.81
2025,8,2,20,1,,UTC+8,1.16
2025,8,3,3,46,,UTC+8,1.89
2025,8,3,13,40,,UTC+8,1
2025,8,4,4,27,,UTC+8,1.98
2025,8,4,13,55,,UTC+8,0.83
2025,8,5,5,11,,UTC+8,2.08
2025,8,5,14,25,,UTC+8,0.69
2025,8,6,5,57,,UTC+8,2.17
2025,8,6,14,55,,UTC+8,0.57
2025,8,7,6,45,,UTC+8,2.26
2025,8,7,15,23,,UTC+8,0.49
2025,8,7,22,23,,UTC+8,1.39
2025,8,8,1,2,,UTC+8,1.3
2025,8,8,7,37,,UTC+8,2.34
2025,8,8,15,50,,UTC+8,0.44
2025,8,8,22,46,,UTC+8,1.43
2025,8,9,2,4,,UTC+8,1.23
2025,8,9,8,31,,UTC+8,2.4
2025,8,9,16,15,,UTC+8,0.42
2025,8,9,23,11,,UTC+8,1.47
2025,8,10,2,57,,UTC+8,1.15
2025,8,10,9,26,,UTC+8,2.42
2025,8,10,16,40,,UTC+8,0.45
2025,8,10,23,34,,UTC+8,1.54
2025,8,11,3,46,,UTC+8,1.07
2025,8,11,10,18,,UTC+8,2.39
2025,8,11,17,6,,UTC+8,0.52
2025,8,11,23,59,,UTC+8,1.62
2025,8,12,4,33,,UTC+8,1
2025,8,12,11,9,,UTC+8,2.3
2025,8,12,17,33,,UTC+8,0.62
2025,8,13,0,29,,UTC+8,1.72
2025,8,13,5,21,,UTC+8,0.95
2025,8,13,11,59,,UTC+8,2.14
2025,8,13,18,1,,UTC+8,0.75
2025,8,14,1,4,,UTC+8,1.83
2025,8,14,6,13,,UTC+8,0.94
2025,8,14,12,53,,UTC+8,1.92
2025,8,14,18,30,,UTC+8,0.89
2025,8,15,1,45,,UTC+8,1.94
2025,8,15,7,12,,UTC+8,0.96
2025,8,15,14,0,,UTC+8,1.66
2025,8,15,18,58,,UTC+8,1.04
2025,8,16,2,31,,UTC+8,2.03
2025,8,16,8,36,,UTC+8,0.96
2025,8,16,15,32,,UTC+8,1.43
2025,8,16,19,25,,UTC+8,1.18
2025,8,17,3,25,,UTC+8,2.11
2025,8,17,10,22,,UTC+8,0.9
2025,8,18,4,25,,UTC+8,2.19
2025,8,18,12,31,,UTC+8,0.76
2025,8,19,5,29,,UTC+8,2.27
2025,8,19,13,36,,UTC+8,0.59
2025,8,20,6,30,,UTC+8,2.34
2025,8,20,14,16,,UTC+8,0.48
2025,8,20,21,45,,UTC+8,1.47
2025,8,21,0,2,,UTC+8,1.42
2025,8,21,7,27,,UTC+8,2.4
2025,8,21,14,52,,UTC+8,0.42
2025,8,21,22,5,,UTC+8,1.5
2025,8,22,1,18,,UTC+8,1.32
2025,8,22,8,19,,UTC+8,2.43
2025,8,22,15,25,,UTC+8,0.42
2025,8,22,22,27,,UTC+8,1.54
2025,8,23,2,14,,UTC+8,1.21
2025,8,23,9,8,,UTC+8,2.42
2025,8,23,15,57,,UTC+8,0.47
2025,8,23,22,49,,UTC+8,1.59
2025,8,24,3,2,,UTC+8,1.11
2025,8,24,9,53,,UTC+8,2.36
2025,8,24,16,25,,UTC+8,0.56
2025,8,24,23,8,,UTC+8,1.66
2025,8,25,3,45,,UTC+8,1.05
2025,8,25,10,34,,UTC+8,2.26
2025,8,25,16,52,,UTC+8,0.68
2025,8,25,23,25,,UTC+8,1.74
2025,8,26,4,26,,UTC+8,1.02
2025,8,26,11,13,,UTC+8,2.12
2025,8,26,17,16,,UTC+8,0.81
2025,8,26,23,45,,UTC+8,1.81
2025,8,27,5,7,,UTC+8,1.02
2025,8,27,11,52,,UTC+8,1.96
2025,8,27,17,38,,UTC+8,0.94
2025,8,28,0,10,,UTC+8,1.88
2025,8,28,5,49,,UTC+8,1.05
2025,8,28,12,31,,UTC+8,1.77
2025,8,28,18,0,,UTC+8,1.06
2025,8,29,0,37,,UTC+8,1.94
2025,8,29,6,37,,UTC+8,1.08
2025,8,29,13,15,,UTC+8,1.58
2025,8,29,18,18,,UTC+8,1.17
2025,8,30,1,7,,UTC+8,1.98
2025,8,30,7,35,,UTC+8,1.12
2025,8,30,14,17,,UTC+8,1.4
2025,8,30,18,23,,UTC+8,1.26
2025,8,31,1,42,,UTC+8,2.02
2025,8,31,9,8,,UTC+8,1.13
2025,9,1,2,31,,UTC+8,2.05
2025,9,1,12,36,,UTC+8,1
2025,9,2,3,33,,UTC+8,2.09
2025,9,2,13,19,,UTC+8,0.87
2025,9,3,4,34,,UTC+8,2.15
2025,9,3,13,53,,UTC+8,0.75
2025,9,4,5,32,,UTC+8,2.23
2025,9,4,14,22,,UTC+8,0.67
2025,9,4,21,34,,UTC+8,1.56
2025,9,5,0,7,,UTC+8,1.49
2025,9,5,6,28,,UTC+8,2.31
2025,9,5,14,46,,UTC+8,0.61
2025,9,5,21,44,,UTC+8,1.6
2025,9,6,1,14,,UTC+8,1.38
2025,9,6,7,26,,UTC+8,2.39
2025,9,6,15,7,,UTC+8,0.6
2025,9,6,21,59,,UTC+8,1.66
2025,9,7,2,6,,UTC+8,1.23
2025,9,7,8,25,,UTC+8,2.43
2025,9,7,15,29,,UTC+8,0.62
2025,9,7,22,12,,UTC+8,1.75
2025,9,8,2,54,,UTC+8,1.07
2025,9,8,9,21,,UTC+8,2.43
2025,9,8,15,54,,UTC+8,0.68
2025,9,8,22,30,,UTC+8,1.87
2025,9,9,3,40,,UTC+8,0.93
2025,9,9,10,15,,UTC+8,2.37
2025,9,9,16,21,,UTC+8,0.78
2025,9,9,22,57,,UTC+8,2.01
2025,9,10,4,27,,UTC+8,0.83
2025,9,10,11,7,,UTC+8,2.23
2025,9,10,16,49,,UTC+8,0.9
2025,9,10,23,29,,UTC+8,2.14
2025,9,11,5,15,,UTC+8,0.78
2025,9,11,11,59,,UTC+8,2.04
2025,9,11,17,16,,UTC+8,1.04
2025,9,12,0,5,,UTC+8,2.24
2025,9,12,6,7,,UTC+8,0.79
2025,9,12,12,58,,UTC+8,1.81
2025,9,12,17,42,,UTC+8,1.18
2025,9,13,0,44,,UTC+8,2.31
2025,9,13,7,10,,UTC+8,0.84
2025,9,13,14,15,,UTC+8,1.58
2025,9,13,18,4,,UTC+8,1.31
2025,9,14,1,30,,UTC+8,2.33
2025,9,14,8,46,,UTC+8,0.88
2025,9,15,2,36,,UTC+8,2.32
2025,9,15,10,34,,UTC+8,0.85
2025,9,16,4,1,,UTC+8,2.31
2025,9,16,12,28,,UTC+8,0.76
2025,9,17,5,19,,UTC+8,2.32
2025,9,17,13,13,,UTC+8,0.69
2025,9,18,6,26,,UTC+8,2.34
2025,9,18,13,47,,UTC+8,0.66
2025,9,18,21,9,,UTC+8,1.68
2025,9,19,0,30,,UTC+8,1.49
2025,9,19,7,24,,UTC+8,2.35
2025,9,19,14,17,,UTC+8,0.67
2025,9,19,21,22,,UTC+8,1.73
2025,9,20,1,27,,UTC+8,1.33
2025,9,20,8,15,,UTC+8,2.34
2025,9,20,14,46,,UTC+8,0.71
2025,9,20,21,36,,UTC+8,1.79
2025,9,21,2,15,,UTC+8,1.18
2025,9,21,9,0,,UTC+8,2.3
2025,9,21,15,14,,UTC+8,0.78
2025,9,21,21,48,,UTC+8,1.88
2025,9,22,2,58,,UTC+8,1.07
2025,9,22,9,43,,UTC+8,2.23
2025,9,22,15,40,,UTC+8,0.88
2025,9,22,22,2,,UTC+8,1.98
2025,9,23,3,38,,UTC+8,0.99
2025,9,23,10,23,,UTC+8,2.13
2025,9,23,16,4,,UTC+8,0.99
2025,9,23,22,22,,UTC+8,2.07
2025,9,24,4,16,,UTC+8,0.95
2025,9,24,11,2,,UTC+8,2.01
2025,9,24,16,26,,UTC+8,1.1
2025,9,24,22,45,,UTC+8,2.15
2025,9,25,4,54,,UTC+8,0.94
2025,9,25,11,41,,UTC+8,1.87
2025,9,25,16,46,,UTC+8,1.21
2025,9,25,23,9,,UTC+8,2.2
2025,9,26,5,35,,UTC+8,0.95
2025,9,26,12,23,,UTC+8,1.73
2025,9,26,17,2,,UTC+8,1.31
2025,9,26,23,28,,UTC+8,2.23
2025,9,27,6,19,,UTC+8,0.99
2025,9,27,13,11,,UTC+8,1.59
2025,9,27,17,3,,UTC+8,1.38
2025,9,27,23,39,,UTC+8,2.24
2025,9,28,7,14,,UTC+8,1.03
2025,9,29,0,15,,UTC+8,2.23
2025,9,29,8,37,,UTC+8,1.06
2025,9,30,1,14,,UTC+8,2.2
2025,9,30,11,33,,UTC+8,1.02
2025,10,1,2,33,,UTC+8,2.18
2025,10,1,12,28,,UTC+8,0.93
2025,10,2,3,59,,UTC+8,2.19
2025,10,2,13,4,,UTC+8,0.86
2025,10,3,5,8,,UTC+8,2.23
2025,10,3,13,30,,UTC+8,0.82
2025,10,3,20,40,,UTC+8,1.76
2025,10,4,0,13,,UTC+8,1.57
2025,10,4,6,12,,UTC+8,2.29
2025,10,4,13,50,,UTC+8,0.8
2025,10,4,20,47,,UTC+8,1.83
2025,10,5,1,9,,UTC+8,1.37
2025,10,5,7,17,,UTC+8,2.33
2025,10,5,14,13,,UTC+8,0.82
2025,10,5,20,55,,UTC+8,1.94
2025,10,6,1,58,,UTC+8,1.15
2025,10,6,8,19,,UTC+8,2.34
2025,10,6,14,39,,UTC+8,0.87
2025,10,6,21,11,,UTC+8,2.09
2025,10,7,2,45,,UTC+8,0.94
2025,10,7,9,17,,UTC+8,2.3
2025,10,7,15,7,,UTC+8,0.96
2025,10,7,21,38,,UTC+8,2.26
2025,10,8,3,32,,UTC+8,0.76
2025,10,8,10,12,,UTC+8,2.21
2025,10,8,15,36,,UTC+8,1.07
2025,10,8,22,9,,UTC+8,2.41
2025,10,9,4,19,,UTC+8,0.65
2025,10,9,11,6,,UTC+8,2.06
2025,10,9,16,4,,UTC+8,1.19
2025,10,9,22,45,,UTC+8,2.53
2025,10,10,5,9,,UTC+8,0.61
2025,10,10,12,4,,UTC+8,1.88
2025,10,10,16,31,,UTC+8,1.31
2025,10,10,23,23,,UTC+8,2.59
2025,10,11,6,5,,UTC+8,0.65
2025,10,11,13,12,,UTC+8,1.7
2025,10,11,16,50,,UTC+8,1.42
2025,10,12,0,5,,UTC+8,2.59
2025,10,12,7,17,,UTC+8,0.73
2025,10,12,14,34,,UTC+8,1.56
2025,10,12,16,32,,UTC+8,1.5
2025,10,13,0,55,,UTC+8,2.52
2025,10,13,8,49,,UTC+8,0.79
2025,10,14,2,8,,UTC+8,2.41
2025,10,14,10,17,,UTC+8,0.82
2025,10,15,3,45,,UTC+8,2.32
2025,10,15,11,37,,UTC+8,0.82
2025,10,16,5,5,,UTC+8,2.27
2025,10,16,12,25,,UTC+8,0.84
2025,10,16,20,8,,UTC+8,1.81
2025,10,16,23,33,,UTC+8,1.66
2025,10,17,6,13,,UTC+8,2.22
2025,10,17,13,0,,UTC+8,0.87
2025,10,17,20,15,,UTC+8,1.87
2025,10,18,0,40,,UTC+8,1.47
2025,10,18,7,12,,UTC+8,2.18
2025,10,18,13,31,,UTC+8,0.93
2025,10,18,20,25,,UTC+8,1.94
2025,10,19,1,29,,UTC+8,1.29
2025,10,19,8,5,,UTC+8,2.13
2025,10,19,14,0,,UTC+8,0.99
2025,10,19,20,38,,UTC+8,2.04
2025,10,20,2,12,,UTC+8,1.13
2025,10,20,8,52,,UTC+8,2.07
2025,10,20,14,26,,UTC+8,1.07
2025,10,20,20,53,,UTC+8,2.15
2025,10,21,2,52,,UTC+8,1
2025,10,21,9,36,,UTC+8,2
2025,10,21,14,51,,UTC+8,1.16
2025,10,21,21,11,,UTC+8,2.26
2025,10,22,3,30,,UTC+8,0.91
2025,10,22,10,17,,UTC+8,1.92
2025,10,22,15,13,,UTC+8,1.25
2025,10,22,21,32,,UTC+8,2.34
2025,10,23,4,7,,UTC+8,0.85
2025,10,23,10,57,,UTC+8,1.84
2025,10,23,15,33,,UTC+8,1.33
2025,10,23,21,52,,UTC+8,2.4
2025,10,24,4,45,,UTC+8,0.83
2025,10,24,11,38,,UTC+8,1.75
2025,10,24,15,48,,UTC+8,1.4
2025,10,24,21,40,,UTC+8,2.43
2025,10,25,5,24,,UTC+8,0.84
2025,10,25,12,22,,UTC+8,1.66
2025,10,25,15,50,,UTC+8,1.45
2025,10,25,21,47,,UTC+8,2.44
2025,10,26,6,7,,UTC+8,0.87
2025,10,26,13,21,,UTC+8,1.57
2025,10,26,15,51,,UTC+8,1.49
2025,10,26,22,16,,UTC+8,2.43
2025,10,27,6,59,,UTC+8,0.91
2025,10,27,22,55,,UTC+8,2.37
2025,10,28,8,10,,UTC+8,0.95
2025,10,29,0,7,,UTC+8,2.3
2025,10,29,9,30,,UTC+8,0.96
2025,10,30,1,36,,UTC+8,2.22
2025,10,30,10,39,,UTC+8,0.96
2025,10,31,3,16,,UTC+8,2.16
2025,10,31,11,33,,UTC+8,0.94
2025,10,31,19,35,,UTC+8,1.82
2025,10,31,22,47,,UTC+8,1.72
2025,11,1,4,43,,UTC+8,2.14
2025,11,1,12,10,,UTC+8,0.95
2025,11,1,19,34,,UTC+8,1.9
2025,11,2,0,0,,UTC+8,1.52
2025,11,2,5,57,,UTC+8,2.13
2025,11,2,12,43,,UTC+8,0.98
2025,11,2,19,41,,UTC+8,2.02
2025,11,3,0,56,,UTC+8,1.27
2025,11,3,7,10,,UTC+8,2.11
2025,11,3,13,15,,UTC+8,1.03
2025,11,3,19,58,,UTC+8,2.19
2025,11,4,1,47,,UTC+8,1
2025,11,4,8,16,,UTC+8,2.08
2025,11,4,13,47,,UTC+8,1.11
2025,11,4,20,24,,UTC+8,2.37
2025,11,5,2,36,,UTC+8,0.75
2025,11,5,9,17,,UTC+8,2.02
2025,11,5,14,19,,UTC+8,1.2
2025,11,5,20,55,,UTC+8,2.55
2025,11,6,3,25,,UTC+8,0.56
2025,11,6,10,15,,UTC+8,1.93
2025,11,6,14,50,,UTC+8,1.29
2025,11,6,21,31,,UTC+8,2.7
2025,11,7,4,15,,UTC+8,0.46
2025,11,7,11,15,,UTC+8,1.82
2025,11,7,15,19,,UTC+8,1.38
2025,11,7,22,11,,UTC+8,2.77
2025,11,8,5,9,,UTC+8,0.45
2025,11,8,12,19,,UTC+8,1.71
2025,11,8,15,43,,UTC+8,1.45
2025,11,8,22,54,,UTC+8,2.77
2025,11,9,6,11,,UTC+8,0.51
2025,11,9,13,26,,UTC+8,1.61
2025,11,9,15,43,,UTC+8,1.5
2025,11,9,23,42,,UTC+8,2.68
2025,11,10,7,22,,UTC+8,0.6
2025,11,11,0,36,,UTC+8,2.54
2025,11,11,8,30,,UTC+8,0.7
2025,11,12,1,49,,UTC+8,2.37
2025,11,12,9,34,,UTC+8,0.8
2025,11,13,3,20,,UTC+8,2.21
2025,11,13,10,33,,UTC+8,0.89
2025,11,14,4,39,,UTC+8,2.07
2025,11,14,11,23,,UTC+8,0.97
2025,11,14,18,58,,UTC+8,1.88
2025,11,14,23,39,,UTC+8,1.59
2025,11,15,5,52,,UTC+8,1.96
2025,11,15,12,3,,UTC+8,1.05
2025,11,15,19,12,,UTC+8,1.97
2025,11,16,0,42,,UTC+8,1.4
2025,11,16,6,57,,UTC+8,1.87
2025,11,16,12,36,,UTC+8,1.12
2025,11,16,19,32,,UTC+8,2.08
2025,11,17,1,30,,UTC+8,1.21
2025,11,17,7,56,,UTC+8,1.8
2025,11,17,13,6,,UTC+8,1.2
2025,11,17,19,51,,UTC+8,2.19
2025,11,18,2,12,,UTC+8,1.04
2025,11,18,8,49,,UTC+8,1.75
2025,11,18,13,31,,UTC+8,1.26
2025,11,18,20,8,,UTC+8,2.29
2025,11,19,2,52,,UTC+8,0.9
2025,11,19,9,38,,UTC+8,1.71
2025,11,19,13,55,,UTC+8,1.32
2025,11,19,20,26,,UTC+8,2.39
2025,11,20,3,29,,UTC+8,0.8
2025,11,20,10,22,,UTC+8,1.67
2025,11,20,14,16,,UTC+8,1.37
2025,11,20,20,43,,UTC+8,2.46
2025,11,21,4,5,,UTC+8,0.73
2025,11,21,11,5,,UTC+8,1.63
2025,11,21,14,33,,UTC+8,1.41
2025,11,21,20,50,,UTC+8,2.51
2025,11,22,4,42,,UTC+8,0.69
2025,11,22,11,48,,UTC+8,1.59
2025,11,22,14,44,,UTC+8,1.44
2025,11,22,20,55,,UTC+8,2.53
2025,11,23,5,19,,UTC+8,0.69
2025,11,23,12,36,,UTC+8,1.55
2025,11,23,14,59,,UTC+8,1.46
2025,11,23,21,22,,UTC+8,2.52
2025,11,24,6,0,,UTC+8,0.71
2025,11,24,13,32,,UTC+8,1.53
2025,11,24,15,19,,UTC+8,1.48
2025,11,24,21,57,,UTC+8,2.48
2025,11,25,6,46,,UTC+8,0.75
2025,11,25,22,38,,UTC+8,2.4
2025,11,26,7,38,,UTC+8,0.8
2025,11,26,23,38,,UTC+8,2.3
2025,11,27,8,33,,UTC+8,0.85
2025,11,28,0,57,,UTC+8,2.18
2025,11,28,9,25,,UTC+8,0.9
2025,11,29,2,19,,UTC+8,2.04
2025,11,29,10,13,,UTC+8,0.96
2025,11,29,18,3,,UTC+8,1.83
2025,11,29,22,21,,UTC+8,1.59
2025,11,30,4,17,,UTC+8,1.92
2025,11,30,10,55,,UTC+8,1.02
2025,11,30,18,21,,UTC+8,1.97
2025,11,30,23,40,,UTC+8,1.36
2025,12,1,5,46,,UTC+8,1.83
2025,12,1,11,35,,UTC+8,1.1
2025,12,1,18,44,,UTC+8,2.13
2025,12,2,0,43,,UTC+8,1.09
2025,12,2,7,8,,UTC+8,1.77
2025,12,2,12,13,,UTC+8,1.18
2025,12,2,19,12,,UTC+8,2.32
2025,12,3,1,39,,UTC+8,0.81
2025,12,3,8,21,,UTC+8,1.73
2025,12,3,12,50,,UTC+8,1.26
2025,12,3,19,44,,UTC+8,2.51
2025,12,4,2,32,,UTC+8,0.57
2025,12,4,9,29,,UTC+8,1.69
2025,12,4,13,27,,UTC+8,1.32
2025,12,4,20,21,,UTC+8,2.68
2025,12,5,3,25,,UTC+8,0.39
2025,12,5,10,34,,UTC+8,1.65
2025,12,5,14,4,,UTC+8,1.37
2025,12,5,21,4,,UTC+8,2.78
2025,12,6,4,19,,UTC+8,0.31
2025,12,6,11,33,,UTC+8,1.6
2025,12,6,14,39,,UTC+8,1.4
2025,12,6,21,50,,UTC+8,2.81
2025,12,7,5,15,,UTC+8,0.31
2025,12,7,12,27,,UTC+8,1.57
2025,12,7,15,11,,UTC+8,1.42
2025,12,7,22,39,,UTC+8,2.75
2025,12,8,6,11,,UTC+8,0.38
2025,12,8,13,19,,UTC+8,1.54
2025,12,8,15,38,,UTC+8,1.45
2025,12,8,23,30,,UTC+8,2.63
2025,12,9,7,3,,UTC+8,0.49
2025,12,9,14,13,,UTC+8,1.54
2025,12,9,16,15,,UTC+8,1.49
2025,12,10,0,22,,UTC+8,2.45
2025,12,10,7,52,,UTC+8,0.63
2025,12,11,1,21,,UTC+8,2.23
2025,12,11,8,38,,UTC+8,0.78
2025,12,11,16,9,,UTC+8,1.65
2025,12,11,19,4,,UTC+8,1.59
2025,12,12,2,35,,UTC+8,2.01
2025,12,12,9,21,,UTC+8,0.92
2025,12,12,17,2,,UTC+8,1.75
2025,12,12,20,48,,UTC+8,1.6
2025,12,13,3,55,,UTC+8,1.8
2025,12,13,10,1,,UTC+8,1.04
2025,12,13,17,43,,UTC+8,1.86
2025,12,13,23,32,,UTC+8,1.48
2025,12,14,5,24,,UTC+8,1.63
2025,12,14,10,39,,UTC+8,1.15
2025,12,14,18,17,,UTC+8,1.97
2025,12,15,0,52,,UTC+8,1.29
2025,12,15,6,45,,UTC+8,1.53
2025,12,15,11,14,,UTC+8,1.23
2025,12,15,18,44,,UTC+8,2.08
2025,12,16,1,43,,UTC+8,1.09
2025,12,16,7,59,,UTC+8,1.48
2025,12,16,11,45,,UTC+8,1.29
2025,12,16,19,6,,UTC+8,2.19
2025,12,17,2,25,,UTC+8,0.91
2025,12,17,9,6,,UTC+8,1.46
2025,12,17,12,14,,UTC+8,1.33
2025,12,17,19,23,,UTC+8,2.29
2025,12,18,3,3,,UTC+8,0.77
2025,12,18,9,57,,UTC+8,1.46
2025,12,18,12,44,,UTC+8,1.35
2025,12,18,19,41,,UTC+8,2.38
2025,12,19,3,39,,UTC+8,0.66
2025,12,19,10,37,,UTC+8,1.47
2025,12,19,13,13,,UTC+8,1.36
2025,12,19,20,4,,UTC+8,2.45
2025,12,20,4,13,,UTC+8,0.59
2025,12,20,11,14,,UTC+8,1.47
2025,12,20,13,43,,UTC+8,1.36
2025,12,20,20,32,,UTC+8,2.49
2025,12,21,4,45,,UTC+8,0.55
2025,12,21,11,51,,UTC+8,1.46
2025,12,21,14,14,,UTC+8,1.36
2025,12,21,21,3,,UTC+8,2.5
2025,12,22,5,17,,UTC+8,0.55
2025,12,22,12,29,,UTC+8,1.46
2025,12,22,14,47,,UTC+8,1.36
2025,12,22,21,39,,UTC+8,2.48
2025,12,23,5,50,,UTC+8,0.57
2025,12,23,13,8,,UTC+8,1.47
2025,12,23,15,24,,UTC+8,1.37
2025,12,23,22,21,,UTC+8,2.44
2025,12,24,6,24,,UTC+8,0.61
2025,12,24,13,50,,UTC+8,1.49
2025,12,24,16,15,,UTC+8,1.4
2025,12,24,23,6,,UTC+8,2.35
2025,12,25,6,59,,UTC+8,0.67
2025,12,25,14,34,,UTC+8,1.53
2025,12,25,17,36,,UTC+8,1.43
2025,12,25,23,53,,UTC+8,2.23
2025,12,26,7,35,,UTC+8,0.75
2025,12,26,15,18,,UTC+8,1.61
2025,12,26,18,45,,UTC+8,1.45
2025,12,27,0,43,,UTC+8,2.06
2025,12,27,8,11,,UTC+8,0.85
2025,12,27,16,0,,UTC+8,1.71
2025,12,27,20,2,,UTC+8,1.44
2025,12,28,1,45,,UTC+8,1.85
2025,12,28,8,49,,UTC+8,0.96
2025,12,28,16,41,,UTC+8,1.84
2025,12,28,21,51,,UTC+8,1.35
2025,12,29,4,2,,UTC+8,1.64
2025,12,29,9,28,,UTC+8,1.07
2025,12,29,17,19,,UTC+8,1.99
2025,12,29,23,21,,UTC+8,1.15
2025,12,30,5,46,,UTC+8,1.51
2025,12,30,10,10,,UTC+8,1.18
2025,12,30,17,56,,UTC+8,2.17
2025,12,31,0,37,,UTC+8,0.9
2025,12,31,7,26,,UTC+8,1.45
2025,12,31,10,57,,UTC+8,1.27
2025,12,31,18,34,,UTC+8,2.35
2026,1,1,1,44,,UTC+8,0.64
2026,1,1,8,57,,UTC+8,1.45
2026,1,1,11,46,,UTC+8,1.32
2026,1,1,19,15,,UTC+8,2.51
2026,1,2,2,41,,UTC+8,0.42
2026,1,2,10,1,,UTC+8,1.46
2026,1,2,12,40,,UTC+8,1.34
2026,1,2,20,3,,UTC+8,2.64
2026,1,3,3,34,,UTC+8,0.28
2026,1,3,10,49,,UTC+8,1.47
2026,1,3,13,37,,UTC+8,1.33
2026,1,3,20,53,,UTC+8,2.71
2026,1,4,4,23,,UTC+8,0.22
2026,1,4,11,31,,UTC+8,1.48
2026,1,4,14,35,,UTC+8,1.31
2026,1,4,21,44,,UTC+8,2.7
2026,1,5,5,8,,UTC+8,0.24
2026,1,5,12,10,,UTC+8,1.48
2026,1,5,15,28,,UTC+8,1.28
2026,1,5,22,34,,UTC+8,2.63
2026,1,6,5,49,,UTC+8,0.33
